Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
253,Jordan Harvey\Jordan-Harvey,us USA,DF,Los Angeles FC,36,1984,8.4,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,20.7,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
254,Thomas Hasal\Thomas-Hasal,ca CAN,GK,Vancouver,20,1999,8.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
255,Jacori Hayes\Jacori-Hayes,us USA,MF,Minnesota,24,1995,6.7,0.15,0.60,0.15,25.0,0.60,0.15,0.25,1.00,19.6,0.00,0.00,0.00,0.12,0.12,0.19,0.03,0.03,Matches
256,Héber\Heber,br BRA,FW,NYCFC,28,1991,9.9,0.10,2.83,1.31,46.4,2.84,1.32,0.04,0.08,13.0,0.00,0.00,0.00,0.32,0.32,0.12,-0.22,-0.22,Matches
257,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,29,1990,17.1,0.00,0.41,0.06,14.3,0.41,0.06,0.00,0.00,7.1,0.00,0.00,0.00,0.05,0.05,0.11,-0.05,-0.05,Matches
258,Fabian Herbers\Fabian-Herbers,de GER,MFFW,Chicago,26,1993,15.1,0.26,1.99,0.66,33.3,1.99,0.66,0.13,0.40,14.1,0.00,0.00,0.00,0.26,0.26,0.13,0.01,0.01,Matches
259,Felipe Hernandez\Felipe-Hernandez,us USA,MF,Sporting KC,21,1998,8.7,0.00,0.92,0.00,0.0,0.92,0.00,0.00,,22.0,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
260,Javier Hernández\Javier-Hernandez,mx MEX,FW,LA Galaxy,31,1988,8.4,0.24,2.14,0.60,27.8,2.13,0.59,0.11,0.40,15.4,0.12,0.00,0.12,0.42,0.33,0.15,-0.18,-0.10,Matches
261,Aaron Herrera\Aaron-Herrera,us USA,DF,Real Salt Lake,22,1997,19.9,0.00,0.85,0.10,11.8,0.85,0.10,0.00,0.00,25.3,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
262,Federico Higuaín\Federico-Higuain,ar ARG,MFDF,Miami,35,1984,0.3,0.00,6.67,0.00,0.0,7.20,0.00,0.00,,17.3,3.33,0.00,0.00,0.33,0.33,0.07,-0.33,-0.33,Matches
263,Federico Higuaín\Federico-Higuain,ar ARG,MFFW,D.C. United,35,1984,1.8,1.11,2.22,2.22,100.0,2.20,2.20,0.50,0.50,20.0,0.00,0.00,0.00,0.61,0.61,0.27,0.50,0.50,Matches
264,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Miami,32,1987,8.9,0.11,3.82,1.24,32.4,3.82,1.24,0.03,0.09,16.6,0.11,0.00,0.11,0.44,0.35,0.09,-0.33,-0.24,Matches
265,Danny Hoesen\Danny-Hoesen,nl NED,FW,San Jose,29,1991,2.8,0.36,3.93,1.07,27.3,3.93,1.07,0.09,0.33,15.8,0.36,0.00,0.00,0.46,0.46,0.12,-0.11,-0.11,Matches
266,Ryan Hollingshead\Ryan-Hollingshead,us USA,DFFW,FC Dallas,28,1991,19.2,0.21,1.61,0.63,38.7,1.61,0.62,0.13,0.33,12.6,0.00,0.00,0.00,0.17,0.17,0.11,0.04,0.04,Matches
267,Erik Holt\Erik-Holt,us USA,DF,Real Salt Lake,23,1996,4.3,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,17.2,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
268,Shandon Hopeau\Shandon-Hopeau,us USA,FWMF,Seattle,21,1998,0.9,0.00,1.11,0.00,0.0,1.07,0.00,0.00,,17.5,0.00,0.00,0.00,0.11,0.11,0.14,-0.11,-0.11,Matches
269,Erik Hurtado\Erik-Hurtado,us USA,FW,Sporting KC,29,1990,4.2,1.19,4.29,1.90,44.4,4.25,1.89,0.28,0.63,17.1,0.00,0.00,0.00,0.52,0.52,0.12,0.67,0.67,Matches
270,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Atlanta,23,1996,15.3,0.13,0.92,0.39,42.9,0.91,0.39,0.14,0.33,22.0,0.00,0.00,0.00,0.03,0.03,0.03,0.10,0.10,Matches
271,Miguel Ibarra\Miguel-Ibarra,us USA,FW,Seattle,29,1990,2.8,0.00,2.86,1.07,37.5,2.85,1.07,0.00,0.00,13.0,0.00,0.00,0.00,0.86,0.86,0.30,-0.86,-0.86,Matches
272,Sebastien Ibeagha\Sebastien-Ibeagha,us USA,DF,NYCFC,28,1992,3.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
273,Milan Iloski\Milan-Iloski,us USA,FW,Real Salt Lake,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
274,Ilsinho\Ilsinho,br BRA,FWMF,Philadelphia,34,1985,7.1,0.42,1.41,0.56,40.0,1.41,0.56,0.30,0.75,16.3,0.00,0.00,0.00,0.21,0.21,0.15,0.21,0.21,Matches
275,Hwang In-beom\Hwang-In-beom,kr KOR,MF,Vancouver,23,1996,5.0,0.00,0.60,0.00,0.0,0.60,0.00,0.00,,21.5,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
276,Emiliano Insúa\Emiliano-Insua,ar ARG,DF,LA Galaxy,31,1989,20.9,0.00,0.10,0.00,0.0,0.10,0.00,0.00,,18.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
277,Clint Irwin\Clint-Irwin,us USA,GK,Colorado,30,1989,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
278,Aljaž Ivačič\Aljaz-Ivacic,si SVN,GK,Portland,26,1993,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
279,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FWDF,Montreal,26,1993,2.2,0.00,3.64,0.91,25.0,3.67,0.92,0.00,0.00,13.6,0.00,0.00,0.00,0.18,0.18,0.06,-0.18,-0.18,Matches
280,Adam Jahn\Adam-Jahn,us USA,FW,Atlanta,29,1991,11.9,0.25,1.34,0.67,50.0,1.35,0.67,0.19,0.38,11.0,0.00,0.00,0.00,0.18,0.18,0.13,0.08,0.08,Matches
281,Dejan Jakovic\Dejan-Jakovic,ca CAN,DF,Los Angeles FC,34,1985,11.9,0.08,0.25,0.08,33.3,0.25,0.08,0.33,1.00,7.0,0.00,0.00,0.00,0.02,0.02,0.08,0.07,0.07,Matches
282,Robin Jansson\Robin-Jansson,se SWE,DF,Orlando City,28,1991,22.0,0.00,0.18,0.05,25.0,0.18,0.05,0.00,0.00,13.3,0.05,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
283,Franco Jara\Franco-Jara,ar ARG,FW,FC Dallas,31,1988,15.3,0.46,2.42,1.31,54.1,2.41,1.30,0.16,0.30,13.2,0.00,0.07,0.07,0.47,0.42,0.17,-0.01,-0.03,Matches
284,David Jensen\David-Jensen,dk DEN,GK,NY Red Bulls,27,1992,10.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
285,Hector Jiménez\Hector-Jimenez,us USA,DF,Columbus,31,1988,4.2,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,21.8,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
286,Sam Johnson\Sam-Johnson,lr LBR,FW,Real Salt Lake,26,1993,3.7,0.27,1.62,0.27,16.7,1.61,0.27,0.17,1.00,13.6,0.00,0.00,0.00,0.27,0.27,0.17,0.00,0.00,Matches
287,Sean Johnson\Sean-Johnson,us USA,GK,NYCFC,30,1989,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
288,Alistair Johnston\Alistair-Johnston,ca CAN,DF,Nashville,21,1998,15.2,0.00,0.26,0.20,75.0,0.26,0.20,0.00,0.00,19.4,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches
289,DeJuan Jones\DeJuan-Jones,us USA,DF,New England,22,1997,12.6,0.00,0.56,0.40,71.4,0.56,0.40,0.00,0.00,20.4,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
290,Derrick Jones\Derrick-Jones,us USA,MFFW,Nashville,22,1997,10.1,0.00,0.89,0.30,33.3,0.89,0.30,0.00,0.00,17.3,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
291,Joevin Jones\Joevin-Jones,tt TRI,FWDF,Seattle,28,1991,9.2,0.22,0.98,0.43,44.4,0.98,0.44,0.22,0.50,18.9,0.11,0.00,0.00,0.14,0.14,0.14,0.08,0.08,Matches
292,Siem de Jong\Siem-de-Jong,nl NED,MFFW,FC Cincinnati,31,1989,8.8,0.00,1.93,0.57,29.4,1.93,0.57,0.00,0.00,20.0,0.45,0.00,0.11,0.27,0.18,0.10,-0.27,-0.18,Matches
293,Judson\Judson,br BRA,MF,San Jose,26,1993,18.8,0.00,0.69,0.05,7.7,0.69,0.05,0.00,0.00,25.3,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
294,Florian Jungwirth\Florian-Jungwirth,de GER,DF,San Jose,31,1989,17.9,0.00,0.22,0.06,25.0,0.22,0.06,0.00,0.00,12.5,0.00,0.00,0.00,0.02,0.02,0.09,-0.02,-0.02,Matches
295,Sam Junqua\Sam-Junqua,us USA,DFFW,Houston,23,1996,2.8,0.36,1.79,1.07,60.0,1.76,1.05,0.20,0.33,16.4,0.00,0.00,0.00,0.11,0.11,0.07,0.25,0.25,Matches
296,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,FW,NY Red Bulls,19,2000,3.0,0.00,2.33,0.67,28.6,2.34,0.67,0.00,0.00,12.6,0.00,0.00,0.00,0.33,0.33,0.14,-0.33,-0.33,Matches
297,Kaku\Kaku,py PAR,MF,NY Red Bulls,25,1995,12.0,0.17,1.33,0.50,37.5,1.33,0.50,0.13,0.33,18.2,0.00,0.00,0.00,0.10,0.10,0.08,0.07,0.07,Matches
298,Brent Kallman\Brent-Kallman,us USA,DF,Minnesota,29,1990,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
299,Kei Kamara\Kei-Kamara,sl SLE,FW,Minnesota,35,1984,5.0,0.20,1.80,0.80,44.4,1.78,0.79,0.00,0.00,13.2,0.00,0.20,0.20,0.42,0.26,0.15,-0.22,-0.26,Matches
300,Kei Kamara\Kei-Kamara,sl SLE,FW,Colorado,35,1984,5.8,0.52,3.10,0.86,27.8,3.09,0.86,0.17,0.60,13.7,0.00,0.00,0.00,0.45,0.45,0.14,0.07,0.07,Matches
301,Ola Kamara\Ola-Kamara,no NOR,FW,D.C. United,30,1989,14.7,0.27,1.63,0.54,33.3,1.64,0.55,0.08,0.25,16.3,0.07,0.14,0.14,0.32,0.22,0.13,-0.05,-0.08,Matches
302,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,29,1990,2.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,32.9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
303,Guram Kashia\Guram-Kashia,ge GEO,DF,San Jose,32,1987,5.4,0.00,0.56,0.19,33.3,0.56,0.19,0.00,0.00,18.3,0.00,0.00,0.00,0.07,0.07,0.14,-0.07,-0.07,Matches
304,Aleksandar Katai\Aleksandar-Katai,rs SRB,MFFW,LA Galaxy,28,1991,1.3,0.00,6.15,0.00,0.0,6.26,0.00,0.00,,20.8,0.77,0.00,0.00,0.38,0.38,0.06,-0.38,-0.38,Matches
305,Mark-Anthony Kaye\Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,25,1994,12.1,0.25,1.07,0.33,30.8,1.08,0.33,0.23,0.75,12.6,0.00,0.00,0.00,0.16,0.16,0.15,0.09,0.09,Matches
306,Aboubacar Keita\Aboubacar-Keita,us USA,DF,Columbus,19,2000,10.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
307,Jeremy Kelly\Jeremy-Kelly,us USA,DF,Colorado,22,1997,2.8,0.00,0.36,0.00,0.0,0.36,0.00,0.00,,10.3,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
308,Henry Kessler\Henry-Kessler,us USA,DF,New England,21,1998,20.3,0.05,0.49,0.10,20.0,0.49,0.10,0.10,0.50,9.7,0.00,0.00,0.00,0.03,0.03,0.07,0.01,0.01,Matches
309,Jasser Khemiri\Jasser-Khemiri,tn TUN,DF,Vancouver,22,1997,4.3,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,7.3,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
310,Jerome Kiesewetter\Jerome-Kiesewetter,us USA,FW,Miami,26,1993,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
311,Gadi Kinda\Gadi-Kinda,il ISR,MFFW,Sporting KC,25,1994,15.4,0.39,2.34,0.71,30.6,2.34,0.71,0.17,0.55,17.9,0.00,0.00,0.00,0.31,0.31,0.13,0.08,0.08,Matches
312,Perry Kitchen\Perry-Kitchen,us USA,MF,LA Galaxy,27,1992,19.1,0.00,0.21,0.10,50.0,0.21,0.10,0.00,0.00,21.7,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
313,Mustafa Kizza\Mustafa-Kizza,ug UGA,DF,Montreal,20,1999,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
314,Jonathan Klinsmann\Jonathan-Klinsmann,us USA,GK,LA Galaxy,22,1997,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
315,Sacha Kljestan\Sacha-Kljestan,us USA,MF,LA Galaxy,34,1985,8.6,0.00,1.51,0.47,30.8,1.52,0.47,0.00,0.00,19.6,0.23,0.00,0.00,0.13,0.09,0.06,-0.13,-0.09,Matches
316,Brad Knighton\Brad-Knighton,us USA,GK,New England,34,1985,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
317,Kai Koreniuk\Kai-Koreniuk,nl NED,MFFW,LA Galaxy,21,1998,0.2,5.00,10.0,10.0,100.0,11.25,11.25,0.50,0.50,12.0,0.00,0.00,0.00,2.50,2.50,0.26,2.50,2.50,Matches
318,Franko Kovačević\Franko-Kovacevic,hr CRO,FW,FC Cincinnati,20,1999,1.0,0.00,3.00,1.00,33.3,3.00,1.00,0.00,0.00,26.4,1.00,0.00,0.00,0.10,0.10,0.03,-0.10,-0.10,Matches
319,Damir Kreilach\Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,30,1989,19.6,0.41,2.40,1.02,42.6,2.39,1.02,0.17,0.40,14.9,0.05,0.00,0.00,0.31,0.31,0.13,0.10,0.10,Matches
320,Bojan Krkić\Bojan-Krkic,es ESP,FWMF,Montreal,29,1990,12.8,0.31,1.88,0.86,45.8,1.87,0.86,0.13,0.27,21.4,0.00,0.08,0.08,0.23,0.17,0.09,0.09,0.06,Matches
321,Kenneth Kronholm\Kenneth-Kronholm,de GER,GK,Chicago,34,1985,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
322,Yuya Kubo\Yuya-Kubo,jp JPN,MFFW,FC Cincinnati,26,1993,14.2,0.21,1.27,0.42,33.3,1.27,0.42,0.11,0.33,23.0,0.00,0.07,0.07,0.12,0.06,0.05,0.09,0.08,Matches
323,Matt LaGrassa\Matt-LaGrassa,us USA,MF,Nashville,27,1993,4.2,0.00,0.71,0.24,33.3,0.72,0.24,0.00,0.00,14.7,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
324,Foster Langsdorf\Foster-Langsdorf,us USA,FW,Minnesota,24,1995,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
325,Lassi Lappalainen\Lassi-Lappalainen,fi FIN,FWDF,Montreal,21,1998,7.6,0.53,1.71,1.32,76.9,1.72,1.32,0.31,0.40,15.8,0.00,0.00,0.00,0.30,0.30,0.18,0.22,0.22,Matches
326,Jeff Larentowicz\Jeff-Larentowicz,us USA,MF,Atlanta,36,1983,12.4,0.16,0.48,0.08,16.7,0.49,0.08,0.17,1.00,20.3,0.08,0.08,0.08,0.10,0.03,0.07,0.06,0.05,Matches
327,Jesús David Murillo Largacha\Jesus-David-Murillo-Largacha,co COL,DF,Los Angeles FC,25,1994,4.5,0.00,0.44,0.00,0.0,0.44,0.00,0.00,,12.0,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
328,Richie Laryea\Richie-Laryea,ca CAN,DF,Toronto FC,25,1995,15.5,0.26,0.77,0.39,50.0,0.77,0.39,0.33,0.67,17.2,0.00,0.00,0.00,0.08,0.08,0.11,0.17,0.17,Matches
329,Ariel Lassiter\Ariel-Lassiter,cr CRC,FWMF,Houston,25,1994,10.5,0.29,2.86,1.52,53.3,2.85,1.52,0.10,0.19,16.6,0.00,0.00,0.00,0.40,0.40,0.14,-0.11,-0.11,Matches
330,Randall Leal\Randall-Leal,cr CRC,MFFW,Nashville,23,1997,17.8,0.17,2.30,1.01,43.9,2.30,1.01,0.07,0.17,22.0,0.00,0.00,0.00,0.12,0.12,0.05,0.04,0.04,Matches
331,Kelvin Leerdam\Kelvin-Leerdam,nl NED,DF,Seattle,29,1990,17.1,0.18,0.94,0.18,18.8,0.93,0.18,0.19,1.00,16.6,0.06,0.00,0.00,0.11,0.11,0.12,0.06,0.06,Matches
332,Niccolo Lemoine\Niccolo-Lemoine,us USA,MFFW,Houston,19,2000,1.9,0.00,1.05,0.00,0.0,1.06,0.00,0.00,,21.5,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
333,Brooks Lennon\Brooks-Lennon,us USA,DFFW,Atlanta,22,1997,19.5,0.10,0.72,0.26,35.7,0.72,0.26,0.14,0.40,14.4,0.05,0.00,0.00,0.06,0.06,0.08,0.05,0.05,Matches
334,Jonathan Lewis\Jonathan-Lewis,us USA,FWMF,Colorado,22,1997,7.9,0.63,3.67,1.27,34.5,3.69,1.27,0.17,0.50,17.4,0.00,0.00,0.00,0.37,0.37,0.10,0.27,0.27,Matches
335,Danny Leyva\Danny-Leyva,us USA,MF,Seattle,16,2003,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
336,Nick Lima\Nick-Lima,us USA,DF,San Jose,25,1994,17.0,0.12,1.00,0.41,41.2,1.00,0.41,0.12,0.29,24.2,0.00,0.00,0.00,0.04,0.04,0.04,0.08,0.08,Matches
337,Jaylin Lindsey\Jaylin-Lindsey,us USA,DF,Sporting KC,19,2000,11.8,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,17.6,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
338,Sebastian Lletget\Sebastian-Lletget,us USA,MFFW,LA Galaxy,27,1992,18.7,0.32,2.03,0.96,47.4,2.04,0.96,0.16,0.33,12.7,0.00,0.00,0.00,0.25,0.25,0.12,0.07,0.07,Matches
339,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,FC Cincinnati,26,1993,15.2,0.07,3.36,0.92,27.5,3.37,0.92,0.02,0.07,18.5,0.20,0.00,0.00,0.38,0.38,0.12,-0.32,-0.32,Matches
340,Robin Lod\Robin-Lod,fi FIN,FWMF,Minnesota,26,1993,17.6,0.40,2.33,0.85,36.6,2.33,0.85,0.17,0.47,17.1,0.06,0.00,0.00,0.28,0.26,0.11,0.12,0.14,Matches
341,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MF,Seattle,30,1989,19.8,0.35,1.82,0.76,41.7,1.82,0.76,0.08,0.20,23.2,0.20,0.20,0.20,0.32,0.16,0.09,0.04,-0.01,Matches
342,David Loera\David-Loera,us USA,MF,Orlando City,21,1998,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
343,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,27,1992,14.8,0.14,0.41,0.27,66.7,0.41,0.27,0.33,0.50,9.0,0.00,0.00,0.00,0.07,0.07,0.18,0.06,0.06,Matches
344,Marcos López\Marcos-Lopez,pe PER,DF,San Jose,20,1999,11.0,0.18,0.64,0.36,57.1,0.64,0.36,0.29,0.50,22.5,0.09,0.00,0.00,0.02,0.02,0.03,0.16,0.16,Matches
345,Marvin Loría\Marvin-Loria,cr CRC,FWMF,Portland,22,1997,7.9,0.00,1.90,0.76,40.0,1.90,0.76,0.00,0.00,22.5,0.25,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,Matches
346,Daniel Lovitz\Daniel-Lovitz,us USA,DF,Nashville,28,1991,21.0,0.05,0.38,0.05,12.5,0.38,0.05,0.13,1.00,23.2,0.05,0.00,0.00,0.04,0.04,0.10,0.01,0.01,Matches
347,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Montreal,28,1991,11.9,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,24.1,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
348,Everton Luiz\Everton-Luiz,br BRA,MF,Real Salt Lake,31,1988,10.2,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,24.7,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
349,Adam Lundqvist\Adam-Lundqvist,se SWE,DF,Houston,25,1994,20.2,0.00,0.30,0.10,33.3,0.30,0.10,0.00,0.00,25.5,0.05,0.00,0.00,0.00,0.00,0.02,-0.00,-0.00,Matches
350,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,32,1987,14.6,0.07,0.41,0.14,33.3,0.41,0.14,0.17,0.50,8.3,0.00,0.00,0.00,0.08,0.08,0.19,-0.01,-0.01,Matches
351,Emanuel Maciel\Emanuel-Maciel,ar ARG,MF,Montreal,22,1997,8.6,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,16.2,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
352,Gary Mackay-Steven\Gary-Mackay-Steven,sco SCO,FWMF,NYCFC,29,1990,10.6,0.19,1.98,1.13,57.1,1.97,1.13,0.10,0.17,15.3,0.00,0.00,0.00,0.26,0.26,0.13,-0.08,-0.08,Matches
353,Zac MacMath\Zac-MacMath,us USA,GK,Real Salt Lake,28,1991,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
354,Jack Maher\Jack-Maher,us USA,DF,Nashville,20,1999,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
355,Christian Makoun\Christian-Makoun,ve VEN,DF,Miami,19,2000,2.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
356,Michael Mancienne\Michael-Mancienne,eng ENG,DF,New England,32,1988,3.5,0.00,0.29,0.00,0.0,0.28,0.00,0.00,,8.0,0.00,0.00,0.00,0.03,0.03,0.13,-0.03,-0.03,Matches
357,Kekuta Manneh\Kekuta-Manneh,us USA,MF,FC Cincinnati,25,1994,0.7,0.00,2.86,2.86,100.0,2.81,2.81,0.00,0.00,16.7,0.00,0.00,0.00,0.14,0.14,0.05,-0.14,-0.14,Matches
358,Kekuta Manneh\Kekuta-Manneh,us USA,FWMF,New England,25,1994,2.0,0.50,3.50,1.50,42.9,3.42,1.47,0.14,0.33,18.3,0.00,0.00,0.00,0.70,0.70,0.19,-0.20,-0.20,Matches
359,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,24,1995,14.8,0.20,2.91,1.28,44.2,2.91,1.29,0.07,0.16,17.8,0.07,0.00,0.07,0.34,0.29,0.10,-0.14,-0.09,Matches
360,J.T. Marcinkowski\JT-Marcinkowski,us USA,GK,San Jose,22,1997,11.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
361,Marko Marić\Marko-Maric,hr CRO,GK,Houston,24,1996,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
362,Paul Marie\Paul-Marie,fr FRA,DF,San Jose,24,1995,4.0,0.25,1.25,0.50,40.0,1.26,0.50,0.20,0.50,18.3,0.00,0.00,0.00,0.07,0.07,0.06,0.17,0.17,Matches
363,Jahkeele Marshall-Rutty\Jahkeele-Marshall-Rutty,ca CAN,FW,Toronto FC,15,2004,0.2,0.00,5.00,5.00,100.0,4.74,4.74,0.00,0.00,15.5,0.00,0.00,0.00,0.50,0.50,0.08,-0.50,-0.50,Matches
364,Douglas Martinez\Douglas-Martinez,hn HON,FW,Real Salt Lake,22,1997,9.3,0.22,2.26,0.86,38.1,2.26,0.86,0.10,0.25,16.8,0.00,0.00,0.00,0.29,0.29,0.13,-0.08,-0.08,Matches
365,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,26,1993,0.8,0.00,1.25,0.00,0.0,1.32,0.00,0.00,,21.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
366,Tomás Martínez\Tomas-Martinez,ar ARG,MFFW,Houston,24,1995,3.9,0.00,1.79,0.26,14.3,1.82,0.26,0.00,0.00,19.9,0.00,0.00,0.00,0.13,0.13,0.07,-0.13,-0.13,Matches
367,Luís Martins\Luis-Martins,pt POR,DF,Sporting KC,27,1992,8.6,0.00,0.70,0.35,50.0,0.70,0.35,0.00,0.00,27.6,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
368,Rónald Matarrita\Ronald-Matarrita,cr CRC,DFFW,NYCFC,25,1994,18.3,0.00,0.93,0.16,17.6,0.93,0.16,0.00,0.00,23.0,0.05,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
369,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Miami,32,1987,14.1,0.07,0.99,0.14,14.3,0.99,0.14,0.07,0.50,17.3,0.00,0.00,0.00,0.06,0.06,0.06,0.01,0.01,Matches
370,Jimmy Maurer\Jimmy-Maurer,us USA,GK,FC Dallas,31,1988,15.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
371,Chris Mavinga\Chris-Mavinga,cd COD,DF,Toronto FC,28,1991,16.8,0.00,0.24,0.06,25.0,0.24,0.06,0.00,0.00,9.1,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
372,Olivier Mbaizo\Olivier-Mbaizo,cm CMR,DF,Philadelphia,22,1997,11.7,0.00,0.26,0.17,66.7,0.26,0.17,0.00,0.00,27.1,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
373,Thomas McCabe\Thomas-McCabe,us USA,MF,FC Cincinnati,21,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
