Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
469,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,31,1987,21.2,0.05,0.75,0.09,12.5,0.75,0.09,0.06,0.50,18.2,0.00,0.00,0.00,0.07,0.07,0.09,-0.02,-0.02,Matches
470,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,25,1992,22.5,0.00,0.58,0.04,7.7,0.58,0.04,0.00,0.00,14.4,0.04,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
471,Luciano Vietto\Luciano-Vietto,ar ARG,FWMF,Fulham,24,1993,11.0,0.09,2.18,0.73,33.3,2.19,0.73,0.04,0.13,14.9,0.00,0.00,0.00,0.19,0.19,0.09,-0.10,-0.10,Matches
472,Rúben Vinagre\Ruben-Vinagre,pt POR,DFMF,Wolves,19,1999,7.9,0.00,0.63,0.51,80.0,0.63,0.51,0.00,0.00,17.9,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
473,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,28,1989,10.2,0.29,2.25,0.69,30.4,2.26,0.69,0.13,0.43,10.4,0.00,0.00,0.00,0.26,0.26,0.12,0.03,0.03,Matches
474,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,34,1983,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
475,Matěj Vydra\Matej-Vydra,cz CZE,FWMF,Burnley,26,1992,3.5,0.29,1.71,0.86,50.0,1.70,0.85,0.17,0.33,9.4,0.00,0.00,0.00,0.40,0.40,0.24,-0.11,-0.11,Matches
476,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,29,1989,23.5,0.21,1.83,0.89,48.8,1.83,0.89,0.12,0.24,15.0,0.00,0.00,0.00,0.24,0.24,0.13,-0.03,-0.03,Matches
477,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,28,1990,30.9,0.03,0.65,0.10,15.0,0.65,0.10,0.05,0.33,27.8,0.03,0.00,0.00,0.02,0.02,0.04,0.01,0.01,Matches
478,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,21,1997,4.2,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,13.9,0.00,0.00,0.00,0.10,0.10,0.18,-0.10,-0.10,Matches
479,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Crystal Palace,20,1997,34.8,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,17.2,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
480,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,27,1991,5.7,0.18,1.23,0.35,28.6,1.22,0.35,0.14,0.50,18.7,0.00,0.00,0.00,0.18,0.18,0.14,0.00,0.00,Matches
481,Danny Ward\Danny-Ward,eng ENG,FW,Cardiff City,26,1991,4.9,0.20,2.45,1.43,58.3,2.43,1.42,0.08,0.14,15.2,0.00,0.00,0.00,0.12,0.12,0.05,0.08,0.08,Matches
482,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,28,1989,6.1,0.16,0.33,0.16,50.0,0.33,0.16,0.50,1.00,6.1,0.00,0.00,0.00,0.11,0.11,0.34,0.05,0.05,Matches
483,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,32,1985,2.5,0.00,0.40,0.40,100.0,0.39,0.39,0.00,0.00,13.0,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
484,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,23,1994,21.6,0.32,1.39,0.65,46.7,1.39,0.65,0.20,0.43,20.1,0.32,0.05,0.05,0.17,0.13,0.10,0.15,0.14,Matches
485,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,27,1990,1.7,0.59,2.35,1.18,50.0,2.35,1.18,0.25,0.50,10.4,0.00,0.00,0.00,0.29,0.29,0.13,0.29,0.29,Matches
486,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,28,1990,31.4,0.06,0.70,0.22,31.8,0.70,0.22,0.09,0.29,21.3,0.03,0.00,0.00,0.07,0.07,0.10,-0.00,-0.00,Matches
487,Connor Wickham\Connor-Wickham,eng ENG,FW,Crystal Palace,25,1993,0.7,0.00,7.14,1.43,20.0,6.72,1.34,0.00,0.00,10.3,0.00,0.00,0.00,0.71,0.71,0.10,-0.71,-0.71,Matches
488,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,27,1990,30.3,0.10,0.99,0.26,26.7,0.99,0.26,0.10,0.38,14.8,0.00,0.00,0.00,0.08,0.08,0.08,0.02,0.02,Matches
489,Danny Williams\Danny-Williams,us USA,MF,Huddersfield,29,1989,1.1,0.00,0.91,0.00,0.0,0.94,0.00,0.00,,27.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
490,Willian\Willian,br BRA,FW,Chelsea,29,1988,23.3,0.13,2.66,0.94,35.5,2.66,0.94,0.05,0.14,19.3,0.34,0.00,0.00,0.20,0.20,0.07,-0.07,-0.07,Matches
491,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,18,1999,0.7,0.00,2.86,0.00,0.0,2.81,0.00,0.00,,16.3,0.00,0.00,0.00,0.14,0.14,0.06,-0.14,-0.14,Matches
492,Ben Wilmot\Ben-Wilmot,eng ENG,MF,Watford,18,1999,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
493,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,26,1992,4.4,0.00,0.45,0.23,50.0,0.46,0.23,0.00,0.00,16.1,0.00,0.00,0.00,0.05,0.05,0.11,-0.05,-0.05,Matches
494,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,26,1992,28.1,0.50,2.24,0.96,42.9,2.24,0.96,0.21,0.48,11.1,0.00,0.04,0.07,0.50,0.45,0.20,-0.00,0.01,Matches
495,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,22,1996,17.7,0.06,0.51,0.11,22.2,0.51,0.11,0.11,0.50,21.4,0.00,0.00,0.00,0.03,0.03,0.07,0.02,0.02,Matches
496,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,26,1991,28.8,0.35,2.01,0.80,39.7,2.02,0.80,0.17,0.43,11.8,0.00,0.00,0.00,0.31,0.31,0.15,0.04,0.04,Matches
497,Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,Arsenal,25,1992,27.8,0.14,1.08,0.40,36.7,1.08,0.40,0.13,0.36,26.8,0.25,0.00,0.00,0.06,0.06,0.05,0.09,0.09,Matches
498,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,28,1989,5.1,0.39,1.76,0.59,33.3,1.76,0.59,0.22,0.67,16.0,0.00,0.00,0.00,0.20,0.20,0.12,0.20,0.20,Matches
499,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,25,1993,27.5,0.04,0.40,0.07,18.2,0.40,0.07,0.09,0.50,24.9,0.00,0.00,0.00,0.04,0.04,0.09,0.00,0.00,Matches
500,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,29,1988,16.9,0.00,0.77,0.18,23.1,0.77,0.18,0.00,0.00,8.9,0.00,0.00,0.00,0.10,0.10,0.13,-0.10,-0.10,Matches
501,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,33,1985,28.5,0.07,0.42,0.11,25.0,0.42,0.11,0.17,0.67,20.6,0.07,0.00,0.00,0.01,0.01,0.03,0.06,0.06,Matches
502,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,33,1985,23.2,0.00,0.30,0.04,14.3,0.30,0.04,0.00,0.00,23.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
503,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,25,1992,33.7,0.30,2.34,0.89,38.0,2.34,0.89,0.13,0.33,15.2,0.00,0.00,0.00,0.20,0.20,0.08,0.10,0.10,Matches
504,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,22,1995,16.9,0.00,1.18,0.30,25.0,1.19,0.30,0.00,0.00,24.4,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
505,Davide Zappacosta\Davide-Zappacosta,it ITA,DF,Chelsea,26,1992,1.4,0.00,1.43,0.71,50.0,1.41,0.70,0.00,0.00,16.8,0.00,0.00,0.00,0.07,0.07,0.03,-0.07,-0.07,Matches
506,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,21,1996,12.8,0.00,0.55,0.08,14.3,0.55,0.08,0.00,0.00,26.2,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
507,Kenneth Zohore\Kenneth-Zohore,dk DEN,FW,Cardiff City,24,1994,8.4,0.12,2.02,0.83,41.2,2.03,0.84,0.06,0.14,13.4,0.00,0.00,0.00,0.23,0.23,0.11,-0.11,-0.11,Matches
508,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Everton,23,1994,29.0,0.07,0.59,0.14,23.5,0.59,0.14,0.12,0.50,12.2,0.00,0.00,0.00,0.04,0.04,0.08,0.02,0.02,Matches
